1734107513	274375.000	discharging
1734107513	0.000	discharging
1734113492	100077.000	discharging
1734113522	59680.000	discharging
1734113552	45521.000	discharging
1734113582	41148.000	discharging
1734113612	36784.000	discharging
1734113642	32058.000	discharging
1734113672	29136.000	discharging
1734113702	33172.000	discharging
1734113732	34417.000	discharging
1734113762	29752.000	discharging
1734113792	33372.000	discharging
1734113822	27243.000	discharging
1734113852	27605.000	discharging
1734113882	24221.000	discharging
1734113912	23051.000	discharging
1734113942	23274.000	discharging
1734113972	27552.000	discharging
1734114002	32361.000	discharging
1734114032	34442.000	discharging
1734114062	37130.000	discharging
1734114092	38785.000	discharging
1734114122	39130.000	discharging
1734114152	39226.000	discharging
1734114183	40096.000	discharging
1734114213	39924.000	discharging
1734114243	38331.000	discharging
1734114273	39540.000	discharging
1734114303	40536.000	discharging
1734114333	40623.000	discharging
1734114363	37519.000	discharging
1734114393	34959.000	discharging
1734114423	33284.000	discharging
1734114453	31440.000	discharging
1734114513	30064.000	discharging
1734114543	30068.000	discharging
1734114556	24095.000	discharging
1734114586	20531.000	discharging
1734114616	25110.000	discharging
1734114646	24122.000	discharging
1734114676	26010.000	discharging
1734114706	29639.000	discharging
1734114736	32091.000	discharging
1734114766	35402.000	discharging
1734114796	34185.000	discharging
1734114827	30685.000	discharging
1734114857	31103.000	discharging
1734114887	33772.000	discharging
1734114917	35809.000	discharging
1734114947	36432.000	discharging
1734114977	35476.000	discharging
1734115007	37797.000	discharging
1734115037	38513.000	discharging
1734115067	34840.000	discharging
1734115097	31016.000	discharging
1734115127	31232.000	discharging
1734115157	32357.000	discharging
1734115187	32809.000	discharging
1734115217	31471.000	discharging
1734115247	32465.000	discharging
1734115277	33443.000	discharging
1734115307	32009.000	discharging
1734115732	0.000	unknown
1734115732	52872.000	discharging
1734115762	26342.000	discharging
1734115792	23520.000	discharging
1734115822	26230.000	discharging
1734115852	27739.000	discharging
1734115882	29530.000	discharging
1734115912	30750.000	discharging
1734115942	32241.000	discharging
1734115972	28118.000	discharging
1734116002	29670.000	discharging
1734116032	31100.000	discharging
1734116062	30793.000	discharging
1734116092	33435.000	discharging
1734116122	37193.000	discharging
1734116152	40479.000	discharging
1734116182	42318.000	discharging
1734116212	45364.000	discharging
1734116242	47436.000	discharging
1734116272	46299.000	discharging
1734116302	45802.000	discharging
1734116332	46243.000	discharging
1734116362	45601.000	discharging
1734116392	44162.000	discharging
1734116422	47109.000	discharging
1734116452	48551.000	discharging
1734116482	48183.000	discharging
1734116512	46905.000	discharging
1734116542	47510.000	discharging
1734116572	49119.000	discharging
1734116603	58932.000	discharging
1734116633	67510.000	discharging
1734116663	71797.000	discharging
1734116693	75882.000	discharging
1734116723	78973.000	discharging
1734116753	79469.000	discharging
1734116783	81264.000	discharging
1734116813	83757.000	discharging
1734116843	85379.000	discharging
1734154192	274955.000	discharging
1734154192	0.000	discharging
1734154202	97929.000	discharging
1734154217	0.000	discharging
1734286725	0.000	unknown
1734312325	214765.000	discharging
1734312355	67702.000	discharging
1734312385	49820.000	discharging
1734312415	42080.000	discharging
1734312445	38903.000	discharging
1734312475	37691.000	discharging
1734312505	36414.000	discharging
1734312535	35338.000	discharging
1734312565	34699.000	discharging
1734312595	34932.000	discharging
1734312625	35343.000	discharging
1734312655	34845.000	discharging
1734312685	34545.000	discharging
1734312716	34569.000	discharging
1734312746	35045.000	discharging
1734312776	35853.000	discharging
1734312806	34951.000	discharging
1734312836	35645.000	discharging
1734312866	36028.000	discharging
1734312896	30633.000	discharging
1734312926	29914.000	discharging
1734312956	27303.000	discharging
1734312986	27426.000	discharging
1734313016	27945.000	discharging
1734313046	28488.000	discharging
1734313076	25532.000	discharging
1734313106	23460.000	discharging
1734313136	23753.000	discharging
1734313166	23670.000	discharging
1734313196	23083.000	discharging
1734313226	22516.000	discharging
1734313256	22180.000	discharging
1734313286	21495.000	discharging
1734313316	20811.000	discharging
1734313346	21135.000	discharging
1734313376	22430.000	discharging
1734313406	23210.000	discharging
1734313436	23345.000	discharging
1734313466	22240.000	discharging
1734313496	22839.000	discharging
1734313526	22645.000	discharging
1734313556	18731.000	discharging
1734313586	17491.000	discharging
1734313616	16262.000	discharging
1734313646	15646.000	discharging
1734313676	14900.000	discharging
1734313706	16940.000	discharging
1734313736	18887.000	discharging
1734313766	18286.000	discharging
1734313796	18260.000	discharging
1734313826	19527.000	discharging
1734313856	19526.000	discharging
1734313886	19137.000	discharging
1734313916	18384.000	discharging
1734313946	19255.000	discharging
1734313976	20208.000	discharging
1734314006	21697.000	discharging
1734314036	22598.000	discharging
1734314066	23300.000	discharging
1734314096	23327.000	discharging
1734314126	23688.000	discharging
1734314156	23727.000	discharging
1734314186	23981.000	discharging
1734314216	24042.000	discharging
